id_odsp,league,ht,at,fthg,ftag,MATCH_ID
MkLywlDI/,D1,Bayer Leverkusen,VfB Stuttgart,2,1,4704
hGGXwUcC/,D1,Schalke 04,VfL Wolfsburg,2,1,4705
hfJY4mFa/,I1,Bologna,Udinese,0,2,4706
0td14GOl/,I1,Cagliari,Fiorentina,1,0,4707
viFU5Tag/,I1,AC Milan,Torino,1,1,4708
Sp10UqN5/,SP1,Getafe,Real Valladolid,0,0,4709
U9cHQ1MU/,SP1,Malaga,Sevilla,3,2,4710
IZgDRs7O/,SP1,Levante,Rayo Vallecano,0,0,4711
d0BLVgJu/,SP1,Barcelona,Valencia,2,3,4712
tUvu7pHh/,E0,West Brom,Liverpool,1,1,4713
v1I9i5H5/,E0,Arsenal,Crystal Palace,2,0,4714
WC8nKTFI/,F1,Nice,Lille,1,0,4715
0Sn0wiGt/,F1,Stade Rennes,Lyon,2,0,4716
j1ikL90C/,F1,Marseille,Toulouse,2,2,4717
0ttBimSB/,D1,Hertha Berlin,Nurnberg,1,3,4718
EPHTvAr6/,D1,Bayern Munich,Eintracht Frankfurt,5,0,4719
Shy0PH0E/,I1,Atalanta,Napoli,3,0,4720
zalE1E87/,I1,Chievo Verona,Lazio,0,2,4721
vXf53zve/,I1,Sassuolo,Hellas Verona,1,2,4722
MepA2fg1/,I1,Juventus,Internazionale,3,1,4723
l2xdQco8/,I1,Catania,Livorno,3,3,4724
pMe5T3xC/,SP1,Elche,Almeria,1,0,4725
OCf9SNiI/,SP1,Atletico Madrid,Real Sociedad,4,0,4726
fX2hW5hg/,SP1,Athletic Bilbao,Real Madrid,1,1,4727
b59qYRNt/,SP1,Real Betis,Espanyol,2,0,4728
8tAQmNGU/,E0,Manchester City,Chelsea,0,1,4729
pUFQ69pm/,I1,Genoa,Sampdoria,0,1,4730
lf2dVP7a/,SP1,Villarreal,Osasuna,3,1,4731
GIFoklFh/,F1,Toulouse,St Etienne,0,0,4732
EqpFj7sI/,D1,Borussia Monchengladbach,Bayer Leverkusen,0,1,4733
4QETTXmh/,SP1,Espanyol,Granada,1,0,4734
Eehn5Oo5/,E0,Chelsea,Newcastle,3,0,4735
bowDh6Jd/,E0,Sunderland,Hull,0,2,4736
K07WqEFd/,E0,Southampton,Stoke City,2,2,4737
hnij4r1B/,E0,Crystal Palace,West Brom,3,1,4738
KKwq64Wb/,E0,Aston Villa,West Ham,0,2,4739
rPeM0wVa/,E0,Swansea,Cardiff,3,0,4740
zBte32GH/,E0,Liverpool,Arsenal,5,1,4741
tA8Spf0j/,E0,Norwich City,Manchester City,0,0,4742
ULJkl8Ub/,F1,Valenciennes,Nice,2,1,4743
AHnPXnpI/,F1,Lille,Sochaux,2,0,4744
4vnTW6aO/,F1,Marseille,Bastia,3,0,4745
CWTLYSUB/,F1,Guingamp,Stade de Reims,1,2,4746
jHuDzk0a/,F1,AC Ajaccio,Stade Rennes,3,1,4747
r5HwiApt/,F1,Montpellier,Evian Thonon Gaillard,1,1,4748
QN9T9Ust/,D1,VfL Wolfsburg,Mainz,3,0,4749
nwbx88Ch/,D1,Nurnberg,Bayern Munich,0,2,4750
Yg0l56dB/,D1,Hamburg SV,Hertha Berlin,0,3,4751
YycbUuCM/,D1,Eintracht Frankfurt,TSV Eintracht Braunschweig,3,0,4752
4E8X8lcn/,D1,Werder Bremen,Borussia Dortmund,1,5,4753
0t2t7SRb/,D1,SC Freiburg,TSG Hoffenheim,1,1,4754
OvkYPliP/,I1,Udinese,Chievo Verona,3,0,4755
Wpv8JnUh/,I1,Napoli,AC Milan,3,1,4756
zJ8w47U5/,I1,Fiorentina,Atalanta,2,0,4757
ziAPUDYo/,SP1,Valencia,Real Betis,5,0,4758
tSNCJmQp/,SP1,Rayo Vallecano,Malaga,4,1,4759
Cd5lP92N/,SP1,Almeria,Atletico Madrid,2,0,4760
Qu3xSBI4/,SP1,Real Madrid,Villarreal,4,2,4761
nm9Oozop/,E0,Manchester Utd,Fulham,2,2,4762
xxxHiQY2/,E0,Tottenham,Everton,1,0,4763
MeGsjUan/,F1,Nantes,Lyon,1,2,4764
rVpXVQEU/,F1,AS Monaco,Paris Saint-Germain,1,1,4765
KYhfVLdG/,D1,Schalke 04,Hannover 96,2,0,4766
d8ZJkRdO/,D1,VfB Stuttgart,FC Augsburg,1,4,4767
bXu0L8at/,I1,Livorno,Genoa,0,1,4768
E97s3RqC/,I1,Torino,Bologna,1,2,4769
SCXGHQb5/,I1,Internazionale,Sassuolo,1,0,4770
rqCo2oaI/,I1,Sampdoria,Cagliari,1,0,4771
MZAk15EO/,I1,Parma,Catania,0,0,4772
hfu4KSEn/,I1,Hellas Verona,Juventus,2,2,4773
lMYCI6qa/,I1,Lazio,AS Roma,0,0,4774
fVBfrX2o/,SP1,Sevilla,Barcelona,1,4,4775
vJyoOTHT/,SP1,Real Sociedad,Levante,0,0,4776
Y56pQkmH/,SP1,Real Valladolid,Elche,2,2,4777
vq7tRVXA/,SP1,Osasuna,Getafe,2,0,4778
rHDXSi3b/,SP1,Celta Vigo,Athletic Bilbao,0,0,4779
QcUTlOIL/,E0,West Brom,Chelsea,1,1,4780
xneQacp6/,E0,Cardiff,Aston Villa,0,0,4781
rZvPk43F/,E0,Hull,Southampton,0,1,4782
4lTXmrYR/,E0,West Ham,Norwich City,2,0,4783
rV0UPXos/,F1,Toulouse,Bastia,1,3,4784
GxfUbHaC/,E0,Stoke City,Swansea,1,1,4785
WbDCt0Q1/,E0,Newcastle,Tottenham,0,4,4786
zXJ3rMek/,E0,Fulham,Liverpool,2,3,4787
WbyLjpl9/,E0,Arsenal,Manchester Utd,0,0,4788
dxmwu4io/,F1,Paris Saint-Germain,Valenciennes,3,0,4789
fHtJKodb/,D1,Mainz,Hannover 96,2,0,4790
MZWKGpEB/,I1,AC Milan,Bologna,1,0,4791
xE7Fw9HG/,SP1,Elche,Osasuna,0,0,4792
KGeBqpqU/,F1,Nice,Nantes,0,0,4793
pbTX0oE4/,F1,Sochaux,Guingamp,1,0,4794
lWZO27qh/,F1,Stade Rennes,Montpellier,2,2,4795
b172o6EH/,F1,Lorient,Toulouse,1,3,4796
Cp9fmSq5/,F1,Bastia,AS Monaco,0,2,4797
AuyL3mUo/,F1,Stade de Reims,Bordeaux,1,0,4798
UZYVHqtH/,D1,TSV Eintracht Braunschweig,Hamburg SV,4,2,4799
ULgc3pRN/,D1,Bayern Munich,SC Freiburg,4,0,4800
jVfg4QBH/,D1,Borussia Dortmund,Eintracht Frankfurt,4,0,4801
QsxFLRth/,D1,TSG Hoffenheim,VfB Stuttgart,4,1,4802
niwBM7Ro/,D1,Werder Bremen,Borussia Monchengladbach,1,1,4803
Org124tU/,D1,Bayer Leverkusen,Schalke 04,1,2,4804
I1QTEOrO/,I1,Fiorentina,Internazionale,1,2,4805
IBLqMtnq/,SP1,Atletico Madrid,Real Valladolid,3,0,4806
2aNeJvW1/,SP1,Barcelona,Rayo Vallecano,6,0,4807
Um47uVn4/,SP1,Villarreal,Celta Vigo,0,2,4808
UoPmL01k/,SP1,Levante,Almeria,1,0,4809
xh66pQTN/,F1,Lyon,AC Ajaccio,3,1,4810
jy8bnnaB/,F1,Evian Thonon Gaillard,Lille,2,2,4811
67UT1Rbb/,F1,St Etienne,Marseille,1,1,4812
Y7uNJ5B4/,D1,FC Augsburg,Nurnberg,0,1,4813
MVda0HAq/,D1,Hertha Berlin,VfL Wolfsburg,1,2,4814
8p8kWPDb/,I1,AS Roma,Sampdoria,3,0,4815
CIEtYoqn/,I1,Sassuolo,Napoli,0,2,4816
dhPXDrbU/,I1,Catania,Lazio,3,1,4817
fs4oX5bh/,I1,Atalanta,Parma,0,4,4818
tb6cU3rB/,I1,Genoa,Udinese,3,3,4819
zwyPF4TH/,I1,Juventus,Chievo Verona,3,1,4820
YRFxZRTu/,I1,Cagliari,Livorno,1,2,4821
vH6vrO82/,SP1,Sevilla,Valencia,0,0,4822
jc53tBXc/,SP1,Athletic Bilbao,Espanyol,1,2,4823
bN8Bvk2A/,SP1,Getafe,Real Madrid,0,3,4824
8YFbsiIi/,SP1,Granada,Real Betis,1,0,4825
277gVqT4/,I1,Hellas Verona,Torino,1,3,4826
O8OiKKGe/,SP1,Malaga,Real Sociedad,0,1,4827
I9nMvec2/,F1,AS Monaco,Stade de Reims,3,2,4828
0Me3ayQk/,D1,Schalke 04,Mainz,0,0,4829
dMrVXwoe/,SP1,Real Valladolid,Levante,1,1,4830
d2dzduQl/,E0,West Brom,Fulham,1,1,4831
44He3NXE/,E0,Crystal Palace,Manchester Utd,0,2,4832
YDlZcyFI/,E0,Cardiff,Hull,0,4,4833
zgeveaue/,E0,West Ham,Southampton,3,1,4834
Oh0b43I8/,E0,Chelsea,Everton,1,0,4835
p21f5q32/,E0,Arsenal,Sunderland,4,1,4836
reGa2smL/,E0,Manchester City,Stoke City,1,0,4837
jeWuaPrH/,F1,Bordeaux,Evian Thonon Gaillard,2,1,4838
MsD2mm12/,F1,Montpellier,AC Ajaccio,2,0,4839
8bFEpooL/,F1,Valenciennes,Sochaux,2,2,4840
vJmIuyrd/,F1,Marseille,Lorient,1,0,4841
vLSy05TA/,F1,Bastia,St Etienne,0,2,4842
WhpAscDq/,F1,Guingamp,Nice,1,0,4843
tYC0beud/,D1,Borussia Monchengladbach,TSG Hoffenheim,2,2,4844
UggeKx2F/,D1,VfL Wolfsburg,Bayer Leverkusen,3,1,4845
YRanMbX2/,D1,VfB Stuttgart,Hertha Berlin,1,2,4846
vTrVDzuq/,D1,SC Freiburg,FC Augsburg,2,4,4847
xKd3IGWR/,D1,Nurnberg,TSV Eintracht Braunschweig,2,1,4848
MiYZCffk/,D1,Hamburg SV,Borussia Dortmund,3,0,4849
f1WWr3c4/,I1,Bologna,AS Roma,0,1,4850
8dbevt8R/,SP1,Celta Vigo,Getafe,1,1,4851
A5pNZaGr/,SP1,Real Madrid,Elche,3,0,4852
voYZWc01/,SP1,Almeria,Malaga,0,0,4853
hlxvWHF7/,SP1,Real Sociedad,Barcelona,3,1,4854
Ew7VdLAr/,E0,Norwich City,Tottenham,1,0,4855
AwC2t9qo/,E0,Liverpool,Swansea,4,3,4856
xIF3112R/,E0,Newcastle,Aston Villa,1,0,4857
zoH6n7G8/,F1,Nantes,Stade Rennes,0,3,4858
U7GAoRVE/,F1,Toulouse,Paris Saint-Germain,2,4,4859
AqqEtHSk/,F1,Lille,Lyon,0,0,4860
nV3jLIn9/,D1,Hannover 96,Bayern Munich,0,4,4861
YRyvCE9e/,D1,Eintracht Frankfurt,Werder Bremen,0,0,4862
xQLyrNCA/,I1,Lazio,Sassuolo,3,2,4863
xQa6SsDN/,I1,Internazionale,Cagliari,1,1,4864
WnaAR1ST/,I1,Chievo Verona,Catania,2,0,4865
GAXSqqrb/,I1,Sampdoria,AC Milan,0,2,4866
bZ02TNcH/,I1,Udinese,Atalanta,1,1,4867
nyTOpPSi/,I1,Livorno,Hellas Verona,2,3,4868
jTPussSG/,I1,Juventus,Torino,1,0,4869
I75rsrO8/,SP1,Valencia,Granada,2,1,4870
IVqRYJVl/,SP1,Osasuna,Atletico Madrid,3,0,4871
6iQLf1h8/,SP1,Rayo Vallecano,Sevilla,0,1,4872
CU4nt2wF/,SP1,Real Betis,Athletic Bilbao,0,2,4873
6ujxNLzo/,I1,Parma,Fiorentina,2,2,4874
8pUKo5Do/,I1,Napoli,Genoa,1,1,4875
QX8juMhL/,SP1,Espanyol,Villarreal,1,2,4876
U7vHZ8F5/,F1,Bordeaux,Lorient,3,2,4877
xUXxuP8r/,F1,Evian Thonon Gaillard,Nantes,2,0,4878
p8jR6vkD/,D1,Hertha Berlin,SC Freiburg,0,0,4879
prPPgL7E/,SP1,Athletic Bilbao,Granada,4,0,4880
GMgtFKWQ/,E0,Southampton,Liverpool,0,3,4881
r9eYGt2E/,E0,Hull,Newcastle,1,4,4882
pOxVHMn8/,E0,Fulham,Chelsea,1,3,4883
rJbngwA7/,E0,Everton,West Ham,1,0,4884
dGy9Avur/,E0,Stoke City,Arsenal,1,0,4885
fPIy0Qp8/,F1,Stade de Reims,Valenciennes,3,1,4886
SEAlcOUQ/,F1,Sochaux,Bordeaux,2,0,4887
WjXtvqOl/,F1,Lorient,Bastia,1,1,4888
SIQkxNh1/,F1,Nice,Toulouse,0,2,4889
YFHuap0E/,F1,Stade Rennes,Guingamp,0,2,4890
Gv7pb4FK/,F1,St Etienne,AS Monaco,2,0,4891
OG4WH4cE/,D1,Bayer Leverkusen,Mainz,0,1,4892
pQ5SIpr8/,D1,Bayern Munich,Schalke 04,5,1,4893
Iw4zHOCK/,D1,Werder Bremen,Hamburg SV,1,0,4894
GEqBAMkl/,D1,FC Augsburg,Hannover 96,1,1,4895
6uznAhv8/,D1,Borussia Dortmund,Nurnberg,3,0,4896
AkbE9t5f/,D1,TSV Eintracht Braunschweig,Borussia Monchengladbach,1,1,4897
61RCZbKj/,I1,AS Roma,Internazionale,0,0,4898
bk50mJpr/,SP1,Elche,Celta Vigo,1,0,4899
IkCCpHU0/,SP1,Malaga,Real Valladolid,1,1,4900
vaD8ocFf/,SP1,Levante,Osasuna,2,0,4901
tAIYiaxR/,SP1,Getafe,Espanyol,0,0,4902
xp4l4Cyh/,E0,Tottenham,Cardiff,1,0,4903
4SarfJf1/,E0,Aston Villa,Norwich City,4,1,4904
Ot0p5hMo/,E0,Swansea,Crystal Palace,1,1,4905
pfyow3we/,F1,Lyon,Montpellier,0,0,4906
zLoBq50R/,F1,AC Ajaccio,Lille,2,3,4907
69Pgys87/,F1,Paris Saint-Germain,Marseille,2,0,4908
ltcI80K0/,D1,Eintracht Frankfurt,VfB Stuttgart,2,1,4909
xOp7B2zr/,D1,TSG Hoffenheim,VfL Wolfsburg,6,2,4910
SAS8zu5p/,I1,Atalanta,Chievo Verona,2,1,4911
Y7Jbc2Cc/,I1,Fiorentina,Lazio,0,1,4912
fN77etsA/,I1,Sassuolo,Parma,0,1,4913
0MZvwYQr/,I1,Cagliari,Udinese,3,0,4914
pjPqt1sN/,I1,Hellas Verona,Bologna,0,0,4915
OtOmuLdT/,I1,Genoa,Catania,2,0,4916
GW83dMR3/,I1,Livorno,Napoli,1,1,4917
OdCBf0dG/,I1,Torino,Sampdoria,0,2,4918
K4Ffbrci/,I1,AC Milan,Juventus,0,2,4919
nPGGqyp7/,SP1,Barcelona,Almeria,4,1,4920
QFFKreaD/,SP1,Sevilla,Real Sociedad,1,0,4921
SKg37vxE/,SP1,Rayo Vallecano,Valencia,1,0,4922
dzO3nw0l/,SP1,Atletico Madrid,Real Madrid,2,2,4923
2JJUhuNK/,SP1,Villarreal,Real Betis,1,1,4924
SxgylKiD/,F1,Marseille,Nice,0,1,4925
UTZG8I9f/,E0,Chelsea,Tottenham,4,0,4926
rXwL7xP0/,E0,Crystal Palace,Southampton,0,1,4927
h84KSw1Q/,E0,West Brom,Manchester Utd,0,3,4928
AqFFTJoK/,E0,Norwich City,Stoke City,1,1,4929
bahc2j64/,E0,Cardiff,Fulham,3,1,4930
8YVNBNqK/,F1,Nantes,AC Ajaccio,2,2,4931
GbVRAsaQ/,F1,Toulouse,Stade de Reims,3,2,4932
tMjPjM7f/,F1,Guingamp,Evian Thonon Gaillard,0,1,4933
UsXJC3UD/,F1,AS Monaco,Sochaux,2,1,4934
I7Hg617s/,F1,Valenciennes,Stade Rennes,2,1,4935
pfcGhrwr/,F1,Bastia,Paris Saint-Germain,0,3,4936
p8CdMJl0/,D1,Nurnberg,Werder Bremen,0,2,4937
j9JmOuKm/,D1,Hannover 96,Bayer Leverkusen,1,1,4938
bBv9VNRD/,D1,Schalke 04,TSG Hoffenheim,4,0,4939
2qNiNaZg/,D1,VfL Wolfsburg,Bayern Munich,1,6,4940
fwYHT1dQ/,D1,VfB Stuttgart,TSV Eintracht Braunschweig,2,2,4941
x2wDUssK/,D1,Borussia Monchengladbach,FC Augsburg,1,2,4942
YThir1BJ/,D1,Hamburg SV,Eintracht Frankfurt,1,1,4943
tWsmyCee/,I1,Catania,Cagliari,1,1,4944
OENodDXK/,I1,Udinese,AC Milan,1,0,4945
nohidETC/,SP1,Real Valladolid,Barcelona,1,0,4946
zocB5I6Q/,SP1,Granada,Villarreal,2,0,4947
xfqw1xFs/,SP1,Real Betis,Getafe,2,0,4948
ddavaGqf/,SP1,Celta Vigo,Atletico Madrid,0,2,4949
EZlXl0x7/,F1,Lorient,St Etienne,1,0,4950
OpdKi2hl/,F1,Bordeaux,Lyon,1,2,4951
KCkTktN0/,F1,Lille,Montpellier,2,0,4952
ObB0Lw46/,D1,SC Freiburg,Borussia Dortmund,0,1,4953
WOE8JHYI/,D1,Mainz,Hertha Berlin,1,1,4954
UiOscgIE/,I1,Sampdoria,Livorno,4,2,4955
zgsizWA1/,I1,Juventus,Fiorentina,1,0,4956
xIRkeXnR/,I1,Napoli,AS Roma,1,0,4957
EqteZkQ7/,I1,Chievo Verona,Genoa,2,1,4958
roPqxhtk/,I1,Lazio,Atalanta,0,1,4959
ra4Ijier/,I1,Bologna,Sassuolo,0,0,4960
j1PwbZ28/,I1,Parma,Hellas Verona,2,0,4961
Mk3MkBAl/,I1,Internazionale,Torino,1,0,4962
jJbrbza0/,SP1,Real Madrid,Levante,3,0,4963
QyieeYrJ/,SP1,Almeria,Sevilla,1,3,4964
I50z0dUm/,SP1,Espanyol,Elche,3,1,4965
tOc76biK/,SP1,Valencia,Athletic Bilbao,1,1,4966
EipwKHLJ/,SP1,Real Sociedad,Rayo Vallecano,2,3,4967
4M2ncfE6/,SP1,Osasuna,Malaga,0,2,4968
f394O0TP/,F1,Stade de Reims,Marseille,1,1,4969
dScWYdY5/,D1,FC Augsburg,Schalke 04,1,2,4970
bPL9Eeqs/,SP1,Getafe,Granada,3,3,4971
4pgJQjVu/,E0,Sunderland,Crystal Palace,0,0,4972
46jBIgwJ/,E0,Stoke City,West Ham,3,1,4973
6Pi11ALA/,E0,Everton,Cardiff,2,1,4974
2sffMyvf/,E0,Fulham,Newcastle,1,0,4975
OjejNHOm/,E0,Aston Villa,Chelsea,1,0,4976
hWn7JZNC/,E0,Southampton,Norwich City,4,2,4977
KIlaLeg0/,E0,Hull,Manchester City,0,2,4978
pGj50UzH/,E0,Swansea,West Brom,1,2,4979
rF2J0cyJ/,F1,Nice,Bastia,2,0,4980
8dA63ai0/,F1,Lille,Nantes,0,0,4981
0W6b5LMm/,F1,AC Ajaccio,Guingamp,1,2,4982
EZA24uxf/,F1,Evian Thonon Gaillard,Valenciennes,0,1,4983
0pnXJKys/,F1,Stade Rennes,Toulouse,2,3,4984
vyoyJvim/,F1,Sochaux,Lorient,2,0,4985
UJE8F8Xp/,D1,TSV Eintracht Braunschweig,VfL Wolfsburg,1,1,4986
OEaOzJ3g/,D1,Werder Bremen,VfB Stuttgart,1,1,4987
nXdesLQP/,D1,Borussia Dortmund,Borussia Monchengladbach,1,2,4988
dQ6fwCPi/,D1,Hertha Berlin,Hannover 96,0,3,4989
25bSZxJa/,D1,TSG Hoffenheim,Mainz,2,4,4990
4CqNxuZt/,D1,Bayern Munich,Bayer Leverkusen,2,1,4991
4YfwnT9D/,I1,Hellas Verona,Internazionale,0,2,4992
0lIQADr6/,SP1,Malaga,Real Madrid,0,1,4993
4MOHCZDg/,SP1,Atletico Madrid,Espanyol,1,0,4994
rDNLBgTa/,SP1,Levante,Celta Vigo,0,1,4995
pvq2iPso/,SP1,Rayo Vallecano,Almeria,3,1,4996
ryhNPApn/,E0,Tottenham,Arsenal,0,1,4997
b9m3KF86/,E0,Manchester Utd,Liverpool,0,3,4998
4O3F1wMC/,F1,Montpellier,Bordeaux,1,1,4999
dIj1PtEJ/,F1,Paris Saint-Germain,St Etienne,2,0,5000
nm9A2J66/,F1,Lyon,AS Monaco,2,3,5001
IZ7jvhAo/,D1,Eintracht Frankfurt,SC Freiburg,1,4,5002
AV1zYGmC/,D1,Hamburg SV,Nurnberg,2,1,5003
AZNa3Uvl/,I1,Atalanta,Sampdoria,3,0,5004
861Umku1/,I1,Sassuolo,Catania,3,1,5005
GCOe4APs/,I1,AC Milan,Parma,2,4,5006
dSsP9W1K/,I1,Cagliari,Lazio,0,2,5007
IyqLACnE/,I1,Genoa,Juventus,0,1,5008
jVjZn9f7/,I1,Fiorentina,Chievo Verona,3,1,5009
UF2QlVPf/,I1,Livorno,Bologna,2,1,5010
Y1GY8iDI/,SP1,Sevilla,Real Valladolid,4,1,5011
vuHU9XcC/,SP1,Barcelona,Osasuna,7,0,5012
AaPDDFbm/,SP1,Elche,Real Betis,0,0,5013
nqNpG8Ko/,SP1,Real Sociedad,Valencia,1,0,5014
M9R32lff/,I1,AS Roma,Udinese,3,2,5015
E3xU8jHQ/,I1,Torino,Napoli,0,1,5016
hrqsJyyQ/,SP1,Villarreal,Athletic Bilbao,1,1,5017
rTshFdjC/,F1,Lorient,Paris Saint-Germain,0,1,5018
Igzxjk9c/,D1,SC Freiburg,Werder Bremen,3,1,5019
ljS8A4lN/,SP1,Celta Vigo,Malaga,0,2,5020
lC5AEpxo/,E0,West Ham,Manchester Utd,0,2,5021
nTlvMSqB/,E0,Manchester City,Fulham,5,0,5022
KtmnK6EN/,E0,Norwich City,Sunderland,2,0,5023
j1eVNlFb/,E0,Chelsea,Arsenal,6,0,5024
SvtAaljN/,E0,Cardiff,Liverpool,3,6,5025
YPpzN8U4/,E0,Hull,West Brom,2,0,5026
tjlrLnaH/,E0,Newcastle,Crystal Palace,1,0,5027
trpEb85T/,E0,Everton,Swansea,3,2,5028
xjsdEG5I/,F1,Marseille,Stade Rennes,0,1,5029
n1lqHILa/,F1,Bordeaux,Nice,1,1,5030
nL88JBsb/,F1,Toulouse,Evian Thonon Gaillard,1,1,5031
E7A0LXCo/,F1,Nantes,Montpellier,2,1,5032
0OCCIVd4/,F1,Valenciennes,AC Ajaccio,2,3,5033
8AkuIb6g/,F1,Bastia,Stade de Reims,2,0,5034
4AYqlTwA/,D1,Mainz,Bayern Munich,0,2,5035
xbckSoHj/,D1,VfL Wolfsburg,FC Augsburg,1,1,5036
vkdaxWvb/,D1,Schalke 04,TSV Eintracht Braunschweig,3,1,5037
WdE6zA9A/,D1,Borussia Monchengladbach,Hertha Berlin,3,0,5038
SO7FYmvN/,D1,VfB Stuttgart,Hamburg SV,1,0,5039
OfgoTR1p/,D1,Hannover 96,Borussia Dortmund,0,3,5040
OxlZHTgs/,I1,Torino,Livorno,3,1,5041
UkJZF7Og/,I1,Chievo Verona,AS Roma,0,2,5042
fTS4BpZG/,SP1,Espanyol,Levante,0,0,5043
b1ZeD644/,SP1,Granada,Elche,1,0,5044
KAzhEnkb/,SP1,Athletic Bilbao,Getafe,1,0,5045
nR7q42Rj/,SP1,Real Valladolid,Rayo Vallecano,1,1,5046
n3JrJQTT/,E0,Tottenham,Southampton,3,2,5047
CAdROUah/,E0,Aston Villa,Stoke City,1,4,5048
EF4Pdlzo/,F1,AS Monaco,Lille,1,1,5049
UPwlGxy6/,F1,Guingamp,Lyon,0,1,5050
hb94KiSi/,F1,St Etienne,Sochaux,3,1,5051
AmDAZTOG/,D1,Bayer Leverkusen,TSG Hoffenheim,2,3,5052
v3yYjVgi/,D1,Nurnberg,Eintracht Frankfurt,2,5,5053
jkJKb6gJ/,I1,Parma,Genoa,1,1,5054
hfc3NkWJ/,I1,Sampdoria,Hellas Verona,5,0,5055
rPFC0SO6/,I1,Bologna,Cagliari,1,0,5056
8tIwFRw0/,I1,Udinese,Sassuolo,1,0,5057
2TnwHm9m/,I1,Lazio,AC Milan,1,1,5058
6c17M9oQ/,I1,Catania,Juventus,0,1,5059
CbKGanvD/,I1,Napoli,Fiorentina,0,1,5060
4YG81890/,I1,Internazionale,Atalanta,1,2,5061
8z9u5rCp/,SP1,Osasuna,Sevilla,1,2,5062
tQO0CQJA/,SP1,Real Betis,Atletico Madrid,0,2,5063
StRC9O3T/,SP1,Real Madrid,Barcelona,3,4,5064
QZLlFSZi/,SP1,Valencia,Villarreal,2,1,5065
0UeRSo4i/,SP1,Almeria,Real Sociedad,4,3,5066
K8gg3Wjb/,E0,Arsenal,Swansea,2,2,5067
xWfxG0HK/,E0,Manchester Utd,Manchester City,0,3,5068
WhGBUaWD/,E0,Newcastle,Everton,0,3,5069
0xShn78M/,D1,Werder Bremen,VfL Wolfsburg,1,3,5070
0xlO1n89/,D1,TSV Eintracht Braunschweig,Mainz,3,1,5071
82iWaQxM/,D1,Hertha Berlin,Bayern Munich,1,3,5072
nZNlmmgG/,D1,Borussia Dortmund,Schalke 04,0,0,5073
G6sHSp8a/,I1,AS Roma,Torino,2,1,5074
fTlzRPY3/,SP1,Elche,Athletic Bilbao,0,0,5075
tpinONIM/,SP1,Malaga,Espanyol,1,2,5076
UTenOc9s/,E0,West Ham,Hull,2,1,5077
QeTP6dv7/,E0,Liverpool,Sunderland,2,1,5078
hz7XvP0d/,D1,FC Augsburg,Bayer Leverkusen,1,3,5079
d8DOtoWq/,D1,Nurnberg,VfB Stuttgart,2,0,5080
6weF38wc/,D1,Hamburg SV,SC Freiburg,1,1,5081
Eq8Tu5oj/,D1,TSG Hoffenheim,Hannover 96,3,1,5082
vTnS06NF/,D1,Eintracht Frankfurt,Borussia Monchengladbach,1,0,5083
xM9fBqwP/,I1,Atalanta,Livorno,2,0,5084
Spk4VnOt/,I1,Catania,Napoli,2,4,5085
MqrDTQhg/,I1,Sassuolo,Sampdoria,1,2,5086
Qy3xzTFP/,I1,Fiorentina,AC Milan,0,2,5087
23HsEog6/,I1,Chievo Verona,Bologna,3,0,5088
A9v9U6wm/,I1,Juventus,Parma,2,1,5089
G6LoD58C/,I1,Cagliari,Hellas Verona,1,0,5090
bVAjCPNI/,I1,Genoa,Lazio,2,0,5091
0UXII1tp/,SP1,Sevilla,Real Madrid,2,1,5092
fiXMHLej/,SP1,Rayo Vallecano,Osasuna,1,0,5093
YJmvQqlA/,SP1,Atletico Madrid,Granada,1,0,5094
O8tiNsYS/,SP1,Barcelona,Celta Vigo,3,0,5095
fctLR4N5/,I1,Internazionale,Udinese,0,0,5096
2ghrP33G/,SP1,Levante,Real Betis,1,3,5097
C4aVR5Jc/,SP1,Getafe,Villarreal,0,1,5098
YZy2uPmc/,SP1,Almeria,Valencia,2,2,5099
YsWQGuBd/,SP1,Real Sociedad,Real Valladolid,1,0,5100
0OYsYAdi/,F1,Nice,Paris Saint-Germain,0,1,5101
6wX6gOFk/,D1,Schalke 04,Hertha Berlin,2,0,5102
2FghwUEo/,E0,Arsenal,Manchester City,1,1,5103
67j9ZoEA/,E0,Manchester Utd,Aston Villa,4,1,5104
bNWufSDp/,E0,Swansea,Norwich City,3,0,5105
GIcdxlUi/,E0,Crystal Palace,Chelsea,1,0,5106
pbkDY5TG/,E0,Southampton,Newcastle,4,0,5107
SMvIXPrN/,E0,Stoke City,Hull,1,0,5108
xEVqgnTj/,E0,West Brom,Cardiff,3,3,5109
zosdA74p/,F1,Montpellier,Valenciennes,0,0,5110
vFXoXUBc/,F1,Stade de Reims,Lorient,1,1,5111
zsRfV8tA/,F1,Sochaux,Marseille,1,1,5112
rm2HHkCA/,F1,AC Ajaccio,Toulouse,2,2,5113
nLp09RJj/,F1,Nantes,Bordeaux,0,0,5114
Mw1LG9RG/,F1,Evian Thonon Gaillard,AS Monaco,1,0,5115
QHYy7spk/,D1,Mainz,FC Augsburg,3,0,5116
ngjzaphS/,D1,Bayern Munich,TSG Hoffenheim,3,3,5117
fZs6C3MR/,D1,SC Freiburg,Nurnberg,3,2,5118
4pkgF5x9/,D1,VfB Stuttgart,Borussia Dortmund,2,3,5119
CAh1Dq7L/,D1,VfL Wolfsburg,Eintracht Frankfurt,2,1,5120
